lid	sheet	row	function	atlantis_high_signal	atlantis_high_can	atlantis_high_format	atlantis_signal	atlantis_can	atlantis_format	usage_comment	group_label_at_15	flags
BatPwrUsageDisp	CAN Mapping	0	Charging System Fault status	HYBRID_DISPLAY.BatteryPowerUse_Display HCP_4.BatPwrUsgDisp	FD		GW_B_2.BatPwrUsageDisp			">LID in GenSheet is ""BattPowerUse_Display"" >HCP_4.BatPwrUsgDisp is used only on 637BEV."	Atlantis	
BatPwrUsageDisp_V	CAN Mapping	0	Validity bit for signal BatPwrUsageDisp, 0=Valid	HYBRID_DISPLAY.BatteryPowerUse_DisplayV	FD	0 = Valid 1 = Not_Valid	GW_B_2.BatPwrUsageDisp_V			CR10644	Atlantis	
Batt_CabinPriority1	CAN Mapping	0	Schedule 1 Battery/Cabin priority selection	CHARGE_SCHEDULE_HU1.Batt_CabinPriority1	FD	0 = Checkbox Unselected 1 = Checkbox Selected	HU_Schedule1.Batt_CabinPriority1		See dbc		Atlantis	
Batt_CabinPriority1_Sts	CAN Mapping	0	Schedule 1 Battery/Cabin priority Status	CHARGE_SCHEDULE_HCP1.Batt_CabinPriority1_Sts	FD	0 = Battery charging on priority 1 = Cabin conditioning on priority	HCP_Schedule1.Batt_CabinPriority1_Sts		See dbc		Atlantis	
Batt_CabinPriority2	CAN Mapping	0	Schedule 2 Battery/Cabin priority selection	CHARGE_SCHEDULE_HU1.Batt_CabinPriority2	FD	0 = Checkbox Unselected 1 = Checkbox Selected	HU_Schedule2.Batt_CabinPriority2		See dbc		Atlantis	
Batt_CabinPriority2_Sts	CAN Mapping	0	Schedule 2 Battery/Cabin priority Status	CHARGE_SCHEDULE_HCP1.Batt_CabinPriority2_Sts	FD	0 = Battery charging on priority 1 = Cabin conditioning on priority	HCP_Schedule2.Batt_CabinPriority2_Sts		See dbc		Atlantis	
Batt_CabinPriority3	CAN Mapping	0	Schedule 3 Battery/Cabin priority selection	CHARGE_SCHEDULE_HU1.Batt_CabinPriority3	FD	0 = Checkbox Unselected 1 = Checkbox Selected	HU_Schedule3.Batt_CabinPriority3		See dbc		Atlantis	
Batt_CabinPriority3_Sts	CAN Mapping	0	Schedule 3 Battery/Cabin priority Status	CHARGE_SCHEDULE_HCP1.Batt_CabinPriority3_Sts	FD	0 = Battery charging on priority 1 = Cabin conditioning on priority	Batt_CabinPriority3_Sts		See dbc		Atlantis	
Batt_ST_Crit	CAN Mapping	0		STATUS_LIN.Batt_ST_Crit BCM_FD_11.Batt_ST_Crit	CAN-B FD	Atlantis 1 bit signal 0 = False 1 = True	STATUS_LIN.Batt_ST_Crit				Atlantis	
Battery_charge_stat	CAN Mapping	0	Battery Charge Lamp	IPC_FD_3.BATTERY_CHARGE_STAT	FD	0 = Off 1 = On 2 = Blinking 3 = SNA					Atlantis	
BatteryLampStatus	CAN Mapping	0	Battery Reached Critical State	STATUS_LIN.Batt_ST_Crit BCM_FD_11.Batt_ST_Crit	CAN-B FD	Atlantis 1 bit signal 0 = False 1 = True	STATUS_LIN.Batt_ST_Crit		Atlantis 1 bit signal 0 = False 1 = True		Atlantis	
BatteryTemperature	CAN Mapping	0	Battery temperature				LIN_BCM_IGW2.IBS_T_BATT		8 - bit -40 - +215 degrees C resolution = 1 degree C		Atlantis	ATL_HIGH_EMPTY
BatteryTemperature	CAN Mapping	0	Battery temperature								Atlantis	
BatteryVoltage	CAN Mapping	0	System voltage	BATTERY_INFO.BatteryVoltageLevelHP BODY9.Battery_Volt_1 BCM_FD_3.Battery_Volt_1	CAN-B BH FD	9 bit 4-18v Resolution: 0.025V	BATTERY_INFO.BatteryVoltageLevelHP		9 bit 4-18v Resolution: 0.025V		Atlantis	
Bcall_Enable	CAN Mapping	0		TBM_FD_2.bcall_enab	CAN_FD	0=DISABLED 1=ENABLED 3=SNA	STATUS_TBM.Provisioning		0=DISABLED 1=ENABLED 3=SNA		Atlantis	
BDL_Enbl	CAN Mapping	0	Status of Bed Lowering Mode								Atlantis	
BlowerDownButton	CAN Mapping	0	Blower Speed Down pressed	N/A			N/A				Atlantis	
BlowerUpButton	CAN Mapping	0	Blower Speed Up pressed	N/A			N/A				Atlantis	
BlueChannel	CAN Mapping	0	Controls lighting in vehicle	RADIO_B7.Blue_Channel_Amb_Light	B	0-255					Atlantis	
BoostPressureIndication	CAN Mapping	0	BoostPressureIndication				STATUS_C_ECM2.BoostPressureIndication		8 bit signal 1 bit = 15 mbar	BoostPressureIndicationGas BoostVacGauge	Atlantis	ATL_HIGH_EMPTY
BoostVacGauge	CAN Mapping	0	AtlHi = PNet	ENGINE_FD_1.BoostVacGauge	FD						Atlantis	
Brake_Ind_Stat	CAN Mapping	0	Brake Indicator lamp	IPC_FD_3.BRK_IND_STAT	FD	0 = Off 1 = On 2 = Blinking 3 = SNA					Atlantis	
Brake_Pad_stat	CAN Mapping	0	Brake Pad Lamp	IPC_FD_3.BRAKE_PAD_STAT	FD	0 = Off 1 = On 2 = Blinking 3 = SNA					Atlantis	
BrakeFluid	CAN Mapping	0	BrakeFluid	STATUS_BH_BCM1.BrakeFluidLevelSts	CAN-B	ATLANTIS 1 bit signal 0 = OK 1 = Low Level	STATUS_BH_BCM1.BrakeFluidLevelSts		ATLANTIS 1 bit signal 0 = OK 1 = Low Level		Atlantis	
BrakeIndicationLampStatus	CAN Mapping	0	BrakeIndicationLampStatus	BRAKE_FD_5.EBDSFailSts	FD	ATLANTIS 1 bit signal 0 = Fail_Not_Present 1 = Fail_Present	BRAKE8.EBDFailSts		ATLANTIS 1 bit signal 0 = Fail_Not_Present 1 = Fail_Present		Atlantis	
BrakePdlPosn	CAN Mapping	0		BRAKE_FD_7.BrakePdlPosn GW_B_7.BrakePdlPosn	CAN-FD CAB-BH						Atlantis	
BrakePedal	CAN Mapping	0	Brake status	duplicate of 176	FD	ATLANTIS Length: 1 bit 0=Not Active 1=Active	BCM_COMMAND.BrakePedalSwitchNOSts		ATLANTIS Length: 1 bit 0=Not Active 1=Active		Atlantis	
BrakePedal	CAN Mapping	0	Brake pedal state	BRAKE_FD_7.BrkPdl_Stat	FD	ATLANTIS 1 bit signal 0 = Active 1 = Not Actve	BCM_COMMAND.BrakePedalSwitchNCSts 'BCM_COMMAND.BrakePedalSwitchNCFailSts		ATLANTIS 1 bit signal 0 = Active 1 = Not Actve		Atlantis	
BrakePressure	CAN Mapping	0	Master Cylinder Brake Pressure	BRAKE_FD_8.BrkPrss_TMC	FD	11 bit signal Units are bar Offset = 0 Factor = 0.1 Range = 0 to 200 SNA = 2047	ASR3.MasterCylinderPressure ASR3.MasterCylinderPressureValidData		ATLANTIS 10 biit signal Resolution .25 bar		Atlantis	
Bridge_CS	CAN Mapping	0	Indicates the Segment Bridge.				SEGMENT.ADAS_Seg_Bridge	CAN-B			Atlantis	ATL_HIGH_EMPTY
Brk_Intrvntn_Actv_ESP	CAN Mapping	0	Brake intervention by ESP active	BRAKE_FD_7.BrkIntrvntn_Actv_ESP	FD	Atlantis 1 bit signal 0 = Not Active 1 = Active	BRAKE1.ESCActive		Atlantis 1 bit signal 0 = Not Active 1 = Active	ESCActive	Atlantis	
BrkPadWearStat	CAN Mapping	0									Atlantis	
BrkPdl_Flt	CAN Mapping	0	BrkPdl_Flt	BRAKE_FD_7.BrkPdl_Flt	FD	0 = NOT FAULTED 1 = FAULTED	BCM_COMMAND.BrakePedalSwitchNOFailSts		1 bit signal 0 = no fail 1 = fail status		Atlantis	
BSIS_FRONT_Chime_Type	CAN Mapping	0	Signal will decide where to play the chime and which chime type to play.				BSIS_FRONT_INFO.FrontRadarChimeType	CAN-BH	0 = none 1 thru 14 = Type 1 thru 14 15 = SNA		Atlantis	ATL_HIGH_EMPTY
BSIS_FRONT_Req	CAN Mapping	0	Signal will decide where to play the chime and which chime type to play.				BSIS_FRONT_INFO.FrontRadarChimeReqSts	CAN-BH	Active and Not Active		Atlantis	ATL_HIGH_EMPTY
BSIS_REAR_Chime_Type	CAN Mapping	0	Signal will decide where to play the chime and which chime type to play.				BSIS_REAR_INFO.RearRadarChimeType	CAN-BH	0 = none 1 thru 14 = Type 1 thru 14 15 = SNA		Atlantis	ATL_HIGH_EMPTY
BSIS_REAR_Req	CAN Mapping	0	Signal will decide where to play the chime and which chime type to play.				BSIS_REAR_INFO.RearRadarChimeReqSts	CAN-BH	Active and Not Active		Atlantis	ATL_HIGH_EMPTY
BSM_OPR_STAT	CAN Mapping	0	BSS operation status	STATUS_LBSS.BSS_LT_OPR_StatSts STATUS_RBSS.BSS_RT_OPR_StatSts	CAN-B	Atlantis 1 bit signal 0 = No Operational Failure 1 = Operational Failure - System Unavailable	STATUS_LBSS.BSS_LT_OPR_StatSts STATUS_RBSS.BSS_RT_OPR_StatSts		Atlantis 1 bit signal 0 = No Operational Failure 1 = Operational Failure - System Unavailable		Atlantis	
BsmServiceRequest	CAN Mapping	0	BsmServiceRequest (BSS Left Side service warning request / BSS Right Side service warning request)	STATUS_LBSS.BSS_LT_SRV_RQSts 'STATUS_RBSS.BSS_RT_SRV_RQSts	CAN-B	ATLANTIS 1 bit signal (BSS_LT_SRV_RQSts) 0 = No Service Request 1 = Service Request 1 bit signal (BSS_RT_SRV_RQSts) 0 = No Service Request 1 = Service Request	STATUS_LBSS.BSS_LT_SRV_RQSts 'STATUS_RBSS.BSS_RT_SRV_RQSts		ATLANTIS 1 bit signal (BSS_LT_SRV_RQSts) 0 = No Service Request 1 = Service Request 1 bit signal (BSS_RT_SRV_RQSts) 0 = No Service Request 1 = Service Request		Atlantis	
BSSChimeRqLF	CAN Mapping	0	BSM left front chime on request				STATUS_LBSS.BSS_LF_Chime_RQSts		ATLANTIS 1 bit signal 0 = No_left_frnt_chime_on_req 1 = Left_front_chime_on_req		Atlantis	ATL_HIGH_EMPTY
BSSChimeRqLR	CAN Mapping	0	BSM left rear chime on request				STATUS_LBSS.BSS_LR_Chime_RQSts		ATLANTIS 1 bit signal 0 = No_left_rear_chime_on_req 1 = Left_rear_chime_on_req		Atlantis	ATL_HIGH_EMPTY
BSSChimeRqRF	CAN Mapping	0	BSM right front chime on request				STATUS_RBSS.BSS_RF_Chime_RQSts		ATLANTIS 1 bit signal 0 = No_rght_frnt_chime_on_req 1 = Right_front_chime_on_req		Atlantis	ATL_HIGH_EMPTY
BSSChimeRqRR	CAN Mapping	0	BSM right rear chime on request				STATUS_RBSS.BSS_RR_Chime_RQSts		ATLANTIS 1 bit signal 0 = No_right_rear_chime_on_req 1 = Right_rear_chime_on_req		Atlantis	ATL_HIGH_EMPTY
BSSChimeType	CAN Mapping	0	BSM chime type	GW_B_5.Chime_TypSts	BH	ATLANTIS 4 bit signal 0 = None 1 = type1 2 = type2 3 = type3 4 = type4 5 = type5 6 = type6 7 = type7 8 = type8 9 = type9 10 = type10 11 = type11 12 = type12 13 = type13 14 = type14 15 = SNA	STATUS_LBSS.BSS_RT_Chime_TypeSts STATUS_LBSS.BSS_LT_Chime_TypeSts		ATLANTIS 4 bit signal 0 = None 1 = type1 2 = type2 3 = type3 4 = type4 5 = type5 6 = type6 7 = type7 8 = type8 9 = type9 10 = type10 11 = type11 12 = type12 13 = type13 14 = type14 15 = SNA		Atlantis	
BSSConfiguration	CAN Mapping	0	BSM configuration status	STATUS_RBSS.BSS_RT_CFG_STATSts STATUS_LBSS.BSS_LT_CFG_STATSts	CAN-B	ATLANTIS 2 bit signal 0 = Not_enabled 1 = Enabled_for_LED 2 = Enabled_for_LED_and_Chime 3 = SNA	STATUS_RBSS.BSS_RT_CFG_STATSts STATUS_LBSS.BSS_LT_CFG_STATSts		ATLANTIS 2 bit signal 0 = Not_enabled 1 = Enabled_for_LED 2 = Enabled_for_LED_and_Chime 3 = SNA		Atlantis	
BUBFailSts	CAN Mapping	0	Back up battery failure	TBM_SCHEDULE_FD_2.BUBFailSts	FD	See dbc					Atlantis	
BuiltUpArea_CS	CAN Mapping	0	Segment built-up area status				SEGMENT.ADAS_Seg_BuildUpArea	CAN-B			Atlantis	ATL_HIGH_EMPTY
button_transbrake	CAN Mapping	0	ICS trans brake button								Atlantis	
Cabin_Temp1	CAN Mapping	0	cabin temp selection schedule 1	CHARGE_SCHEDULE_HU1.Cabin_Temp1	FD	See dbc	HU_Schedule1.Cabin_Temp1	CAN-C	See dbc		Atlantis	
Cabin_Temp1_Sts	CAN Mapping	0	Cabin temp status schedule 1	CHARGE_SCHEDULE_HCP1.Cabin_Temp1_Sts	FD	See dbc	HCP_Schedule1.Cabin_Temp1_Sts	CAN-C	See dbc		Atlantis	
Cabin_Temp2	CAN Mapping	0	cabin temp selection schedule 2	CHARGE_SCHEDULE_HU1.Cabin_Temp2	FD	See dbc	HU_Schedule2.Cabin_Temp2	CAN-C	See dbc		Atlantis	
Cabin_Temp2_Sts	CAN Mapping	0	Cabin temp status schedule 2	CHARGE_SCHEDULE_HCP1.Cabin_Temp2_Sts	FD	See dbc	HCP_Schedule2.Cabin_Temp2_Sts	CAN-C	See dbc		Atlantis	
Cabin_Temp3	CAN Mapping	0	cabin temp selection schedule 3	CHARGE_SCHEDULE_HU1.Cabin_Temp3	FD	See dbc	HU_Schedule3.Cabin_Temp3	CAN-C	See dbc		Atlantis	
Cabin_Temp3_Sts	CAN Mapping	0	Cabin temp status schedule 3	CHARGE_SCHEDULE_HCP1.Cabin_Temp3_Sts	FD	See dbc	HCP_Schedule3Cabin_Temp3_Sts	CAN-C	See dbc		Atlantis	
CabinPreCondReqStat	CAN Mapping	0									Atlantis	
CADM_Chime_LF	CAN Mapping	0		GW_B_5.LF_Chime_RqSts	CAN-B	Atlantis 1 bit signal 0 = No_Request 1 = Request					Atlantis	
CADM_Chime_LR	CAN Mapping	0		GW_B_5.LR_Chime_RqSts	CAN-B	Atlantis 1 bit signal 0 = No_Request 1 = Request					Atlantis	
CADM_Chime_Priority	CAN Mapping	0		GW_B_5.Chime_Priority	CAN-B	Atlantis 3 bit signal 0 = A 1 = B 2 = C 3 = D 4 = E					Atlantis	
CADM_Chime_Rate	CAN Mapping	0		GW_B_5.Chime_RepRate	CAN-B	Atlantis 4 bit signal Value = 0-15 in Hz					Atlantis	
CADM_Chime_RF	CAN Mapping	0		GW_B_5.RF_Chime_RqSts	CAN-B	Atlantis 1 bit signal 0 = No_Request 1 = Request					Atlantis	
CADM_Chime_RR	CAN Mapping	0		GW_B_5.RR_Chime_RqSts	CAN-B	Atlantis 1 bit signal 0 = No_Request 1 = Request					Atlantis	
CADM_Chime_Type	CAN Mapping	0		GW_B_5.Chime_TypSts	CAN-B	Atlantis 4 bit signal 0 = Default 1 = Chime 1 2 = Chime 2 3 = Chime 3 4 = Chime 4 5 = Chime 5 6 = Chime 6 7 = Chime 7 8 = Chime 8 9 = Chime 9 10 = Chime 10 12 = Chime 12					Atlantis	
CADM2_Chime_LF	CAN Mapping	0		GW_B_6.LF_Chime_RqSts_C2 ADAS_FD_HMI.LF_Chime_RqSts	B-CAN FD	see .dbc					Atlantis	
CADM2_Chime_LR	CAN Mapping	0		GW_B_6.LR_Chime_RqSts_C2 ADAS_FD_HMI.LR_Chime_RqSts	B-CAN FD	see .dbc					Atlantis	
CADM2_Chime_Priority	CAN Mapping	0		GW_B_6.Chime_Priority_C2 ADAS_FD_HMI.Chime_Priority	B-CAN FD	see .dbc					Atlantis	
CADM2_Chime_Rate	CAN Mapping	0		GW_B_6.Chime_RepRate_C2 ADAS_FD_HMI.Chime_RepRate	B-CAN FD	see .dbc					Atlantis	
CADM2_Chime_RF	CAN Mapping	0		GW_B_6.RF_Chime_RqSts_C2 ADAS_FD_HMI.RF_Chime_RqSts	B-CAN FD	see .dbc					Atlantis	
CADM2_Chime_RR	CAN Mapping	0		GW_B_6.RR_Chime_RqSts_C2 ADAS_FD_HMI.RR_Chime_RqSts	B-CAN FD	see .dbc					Atlantis	
CADM2_Chime_Type	CAN Mapping	0		GW_B_6.Chime_TypSts_C2 ADAS_FD_HMI.Chime_TypSts	B-CAN FD	see .dbc					Atlantis	
CallAction	CAN Mapping	0	Action for the call							CR11036	Atlantis	
CallEnable	CAN Mapping	0								Need details from Sravani	Atlantis	
CallEnd	CAN Mapping	0	When user presses the soft button to end the call	GLOB_TLM.End_Call	FD	0 = No_Request 1 = End_Call	GLOB_LTM.End_Call				Atlantis	
Callnum	CAN Mapping	0	The number which user selects on the assist app.	GLOB_TLM.Call_Number	FD	0 = No_Call 1 = Phone_Number_1 2 = Phone_Number_2 3 = Phone_Number_3 4 = Phone_Number_4 5 = Phone_Number_5 6 = Phone_Number_6 7 = Phone_Number_7	GLOB_LTM.Call_Number				Atlantis	
Callpro	CAN Mapping	0	Provisioning of the call	TBM_FD_2.bcall_enab	CAN_FD	0=DISABLED 1=ENABLED 3=SNA	STATUS_TBM.Provisioning		0=DISABLED 1=ENABLED 3=SNA	CR11036	Atlantis	
Callreq	CAN Mapping	0	Request for the call	TELEMATIC_VEHICLE_SETUP.CallRequest	FD	3 bit signal 0 = No_Call 1 = E-Call 2 = B-Call	SERVICE_INFO.CallRequest		Atlantis 3 bit signal 0 = No_Call 1 = E-Call 2 = B-Call	CR11036	Atlantis	
Callstat	CAN Mapping	0	Status of the call	TBM_SCHEDULE_FD_2.CallSts	FD	0 = Call_Not_Available 1 = Idle 2 = Dialing 3 = Attempt_Fail 4 = Call_Established 5 = Call_Fail 6 = Call_Ended 7 = Callback_Wait 8 = Incoming_Call 9 = Loading 15 = SNA	STATUS_TBM.CallSts		Atlantis 4 bit signal 0 = Call_Not_Available 1 = Idle 2 = Dialing 3 = Attempt_Fail 4 = Call_Established 5 = Call_Fail 6 = Call_Ended 7 = Callback_Wait 8 = Incoming_Call 9 = Loading 15 = SNA	CR10916	Atlantis	
Calltype	CAN Mapping	0	Type of call	TBM_SCHEDULE_FD_2.CallType	FD	0 = No_Call 1 = E_Call 2 = ACN_Call 3 = B_Call 7 = SNA	STATUS_TBM.CallType		3 bit signal 0 = No_Call 1 = E_Call 2 = ACN_Call 3 = B_Call 7 = SNA	CR10916	Atlantis	
CameraDisplaySts	CAN Mapping	0	Camera Display Status	RADIO_B3.CameraDisplaySts Telematic_FD_14.CameraDisplaySts Telematic_FD_5.CameraDisplaySts2	B-CAN FD FD	0 = Default 1 = View_1 2 = View_2 3 = View_3 4 = View_4 5 = View_5 6 = View_6 7 = View_7 8 = View_8* 9 = View_9* 10 = View_10* 11 = View_11* 12 = View_12* 13 = View_13* 14 = View_14* 15 = View_15*				* When available (DT24/HDCC24) use Telematic_FD_5.CameraDisplaySts2 which has additional views (8 through 15).	Atlantis	
Campaign_Notification	CAN Mapping	0		FOTA_RSP_TBM.Campaign_Notification	FD	0 = No Campaign 1 = Campaign Available					Atlantis	
CardKeyPair_Stat	CAN Mapping	0	See CFTS	SPAAK_FD.CardKeyPair_Stat1	FD	See dbc					Atlantis	
CARGO_LT_STAT	CAN Mapping	0									Atlantis	
Catalyst_Temp_Stat	CAN Mapping	0	Catalyst Temp Lamp	IPC_FD_3.CATALYST_TEMP_STAT	FD	0 = Off 1 = On 2 = Blinking 3 = SNA					Atlantis	
CCDMF_AC_Req	CAN Mapping	0	A/C On/Off Request	CCDMF_1.CCDMF_AC_Rq	FD	0 - Not Pressed 1 - Pressed				As of V1.49, Atlantis High message.signal is in process so actual message.signal name may change.	Atlantis	
CCDMF_AUTO_Req	CAN Mapping	0	AUTO Mode Toggle Request	CCDMF_1.CCDMF_AUTO_Rq	FD	0 - Not Pressed 1 - Pressed				As of V1.49, Atlantis High message.signal is in process so actual message.signal name may change.	Atlantis	
CCDMF_BackBolster_D_Req	CAN Mapping	0	CCDMF back bolster driver request	CCDMF_1.CCDMF_BackBolster_D_Req	B-CAN	0 = No_request 1 = Bolster_in 2 = Bolster_out 3 = SNA					Atlantis	
CCDMF_BackBolster_P_Req	CAN Mapping	0	CCDMF back bolster passenger request	CCDMF_1.CCDMF_BackBolster_P_Req	B-CAN	0 = No_request 1 = Bolster_in 2 = Bolster_out 3 = SNA					Atlantis	
CCDMF_Driver_Cushion_Massage_Req	CAN Mapping	0	CCDMF Driver Cushion Massage Request	CCDMF_1.CCDMF_Driver_Cushion_Massage_Req	B-CAN	0 = Not Pressed 1 = Pressed					Atlantis	
CCDMF_Driver_UpperBack_Massage_Req	CAN Mapping	0	CCDMF Driver Upper Back Massage Request	CCDMF_1.CCDMF_Driver_UpperBack_Massage_Req	B-CAN	0 = Not Pressed 1 = Pressed					Atlantis	
CCDMF_Front_ModeDefrost_Rq	CAN Mapping	0	Mode Defrost Request	CCDMF_1.CCDMF_Front_ModeDefrost_Rq	CAN-B	0 = Not Pressed 1 = Pressed					Atlantis	
CCDMF_Front_ModeFloor_Rq	CAN Mapping	0	Mode Floor Request	CCDMF_1.CCDMF_Front_ModeFloor_Rq	CAN-B	0 = Not Pressed 1 = Pressed					Atlantis	
CCDMF_Front_ModePanel_Rq	CAN Mapping	0	Mode Panel Request	CCDMF_1.CCDMF_Front_ModePanel_Rq	CAN-B	0 = Not Pressed 1 = Pressed					Atlantis	
CCDMF_Front_Power_Rq	CAN Mapping	0	Used to Power On/Off the climate	CCDMF_1.CCDMF_Front_Power_Rq	CAN-B	0 = Not Pressed 1 = Pressed					Atlantis	
CCDMF_Front_SYNC_Rq	CAN Mapping	0	Used to require the Sync function	CCDMF_1.CCDMF_Front_SYNC_Rq	CAN-B	0 = Not Pressed 1 = Pressed					Atlantis	
CCDMF_HVAC_Func_Rq	CAN Mapping	0	Used to request the blower and temperature selection changes for both Front and Rear Climate controls	CCDMF_1.CCDMF_HVAC_Func_Rq	CAN-B	0 = No Function 1 = FTDRVTemp_Inc 2 = FTDRVTemp_Dec 3 = FTDRVTemp_JUMP 4 = FTPSNTemp_Inc 5 = FTPSNTemp_Dec 6 = FTPSNTemp_JUMP 7 = RearTemp_DRV_Inc 8 = RearTemp_DRV_Dec 9 = RearTemp_DRV_JUMP 10 = RearTemp_PAS_Inc 11 = RearTemp_PAS_Dec 12 = RearTemp_PAS_JUMP 13 = FTBlw_Inc 14 = FTBlw_Dec 15 = FTBlw_JUMP 16 = RRBlw_Inc 17 = RRBlw_Dec 18 = RRBlw_JUMP 31 = SNA					Atlantis	
CCDMF_HVAC_JUMP_VAL	CAN Mapping	0	Used to request the amount of jump function	CCDMF_1.CCDMF_HVAC_JUMP_VAL	CAN-B	7 bit signal					Atlantis	
CCDMF_LumbarInOut_D_Req	CAN Mapping	0	CCDMF Lumbar in out driver request	CCDMF_1.CCDMF_LumbarInOut_D_Req	B-CAN	0 = No_request 1 = Lumbar_in 2 = Lumbar_out 3 = SNA					Atlantis	
CCDMF_LumbarInOut_P_Req	CAN Mapping	0	CCDMF Lumbar in out passenger request	CCDMF_1.CCDMF_LumbarInOut_P_Req	B-CAN	0 = No_request 1 = Lumbar_in 2 = Lumbar_out 3 = SNA					Atlantis	
CCDMF_LumbarUpDown_D_Req	CAN Mapping	0	CCDMF Lumbar up down driver request	CCDMF_1.CCDMF_LumbarUpDown_D_Req	B-CAN	0 = No_request 1 = Lumbar up 2 = Lumbar down 3 = SNA					Atlantis	
CCDMF_LumbarUpDown_P_Req	CAN Mapping	0	CCDMF Lumbar up down passenger request	CCDMF_1.CCDMF_LumbarUpDown_P_Req	B-CAN	0 = No_request 1 = Lumbar_up 2 = Lumbar_down 3 = SNA					Atlantis	
CCDMF_MassageIntensity_D_Tlm	CAN Mapping	0		CCDMF_1.CCDMF_MassageIntensity_D_Tlm (BH-CAN)							Atlantis	
CCDMF_MassageIntensity_P_Tlm	CAN Mapping	0		CCDMF_1.CCDMF_MassageIntensity_P_Tlm (BH-CAN)							Atlantis	
CCDMF_MassageSw_D_Tlm	CAN Mapping	0		CCDMF_1.CCDMF_MassageSw_D_Tlm (BH-CAN)							Atlantis	
CCDMF_MassageSw_P_Tlm	CAN Mapping	0		CCDMF_1.CCDMF_MassageSw_P_Tlm (BH-CAN)							Atlantis	
CCDMF_MassageType_D_Tlm	CAN Mapping	0		CCDMF_1.CCDMF_MassageType_D_Tlm (BH-CAN)							Atlantis	
CCDMF_MassageType_P_Tlm	CAN Mapping	0		CCDMF_1.CCDMF_MassageType_P_Tlm (BH-CAN)							Atlantis	
CCDMF_MaxAC_Rq	CAN Mapping	0	Used to require the Max AC function	CCDMF_1.CCDMF_MaxAC_Rq	CAN-B	0 = Not Pressed 1 = Pressed					Atlantis	
CCDMF_MaxDef_Req	CAN Mapping	0	Max Defrost On/Off Request	CCDMF_1.CCDMF_MaxDef_Req	FD	0 - Not Pressed 1 - Pressed				As of V1.45, Atlantis High message.signal is in process so actual message.signal name may change.	Atlantis	
CCDMF_Passenger_Cushion_Massage_Req	CAN Mapping	0	CCDMF Passenger Cushion Massage Request	CCDMF_1.CCDMF_Pass_Cushion_Massage_Req	B-CAN	0 = Not Pressed 1 = Pressed					Atlantis	
CCDMF_Passenger_UpperBack_Massage_Req	CAN Mapping	0	CCDMF Passenger Upper Back Massage Request	CCDMF_1.CCDMF_Pass_UpperBack_Massage_Req	B-CAN	0 = Not Pressed 1 = Pressed					Atlantis	
CCDMF_Rear_AUTO_Rq	CAN Mapping	0	Rear AUTO mode toggle request	CCDMF_1.CCDMF_Rear_AUTO_Rq	CAN-B	0 = Not Pressed 1 = Pressed					Atlantis	
CCDMF_Rear_Lock_Rq	CAN Mapping	0	Rear lock on/off toggle request	CCDMF_1.CCDMF_Rear_Lock_Rq	CAN-B	0 = Not Pressed 1 = Pressed					Atlantis	
CCDMF_Rear_ModeFloor_Rq	CAN Mapping	0	Rear HVAC Floor mode request	CCDMF_1.CCDMF_Rear_ModeFloor_Rq	CAN-B	0 = Not Pressed 1 = Pressed					Atlantis	
CCDMF_Rear_ModePanel_Rq	CAN Mapping	0	Rear HVAC Panel mode request	CCDMF_1.CCDMF_Rear_ModePanel_Rq	CAN-B	0 = Not Pressed 1 = Pressed					Atlantis	
CCDMF_Rear_Power_Rq	CAN Mapping	0	Rear HVAC Climate Off	CCDMF_1.CCDMF_Rear_Power_Rq	CAN-B	0 = Not Pressed 1 = Pressed					Atlantis	
CCDMF_Rear_SYNC_Rq	CAN Mapping	0	Rear SYNC on/off toggle request	CCDMF_1.CCDMF_Rear_SYNC_RQ	CAN-B	0 = Not Pressed 1 = Pressed					Atlantis	
CCDMF_RearDef_Req	CAN Mapping	0	Rear Defrost On/Off Request	CCDMF_1.CCDMF_RearDef_Req	FD	0 - Not Pressed 1 - Pressed				As of V1.45, Atlantis High message.signal is in process so actual message.signal name may change.	Atlantis	
CCDMF_Recirc_Req	CAN Mapping	0	Recirculation On/Off Request	CCDMF_1.CCDMF_Recirc_Req	FD	0 - Not Pressed 1 - Pressed				As of V1.45, Atlantis High message.signal is in process so actual message.signal name may change.	Atlantis	
CCDMF_RQ_DISP_INTS	CAN Mapping	0	HU calculated display intensity for use by CCDMF.	RADIO_B4.CCDMF_RQ_DISP_INTS	CAN-B	8 bit signal Units are %, Factor = 0.5% 255 = SNA					Atlantis	
CCDMF_Stowed_Status	CAN Mapping	0	Signal determines if the Lower HVAC screen is stowed or not.	CCDMF_1.CCDMF_Stowed_Status	CAN-B	0 = Stowed 1 = Not_Stowed					Atlantis	
CCDMF_ThighBolster_D_Req	CAN Mapping	0	CCDMF thigh bolster driver request	CCDMF_1.CCDMF_ThighBolster_D_Req	B-CAN	0 = No_request 1 = Bolster_in 2 = Bolster_out 3 = SNA					Atlantis	
CCDMF_ThighBolster_P_Req	CAN Mapping	0	CCDMF thigh bolster passenger request	CCDMF_1.CCDMF_ThighBolster_P_Req	B-CAN	0 = No_request 1 = Bolster_in 2 = Bolster_out 3 = SNA					Atlantis	
